Event Id,Event Date,Location,Country,Aircraft Category,Make,Model,Number of Engines,Engine Type,Injury Severity,Aircraft Damage,Purpose of Flight,Weather Condition,Broad Phase of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured
20200104X82940,01/04/2020,"Mullin, TX",United States,Airplane,Aero Commander,100,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,APPROACH,,,,2.0
20200102X82407,12/31/2019,"Elk, CA",United States,Airplane,Cessna,175,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20191231X83852,12/31/2019,"OLATHE, KS",United States,Airplane,Mooney,M20S,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,TAKEOFF,2.0,,,
20191221X83621,12/21/2019,"Evansville, IN",United States,Airplane,Piper,PA28,1.0,Reciprocating,Fatal(1),Destroyed,Personal,,APPROACH,1.0,,,
20191219X84114,12/19/2019,"Beeville, TX",United States,Helicopter,Robinson,R22,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,,,1.0
20191218X74518,12/18/2019,"Caldwell, ID",United States,Airplane,Piper,PA22,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,,,,,1.0
20191224X43854,12/18/2019,"Harrison, OH",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20191213X05304,12/12/2019,"Carlsbad, CA",United States,Airplane,Cessna,182,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,2.0
20191211X12602,12/11/2019,"Phoenix, AZ",United States,Airplane,Piper,PA-34-200T,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,,,2.0
20191209X51617,12/08/2019,"Willow Springs, MO",United States,Airplane,Zenith,ZODIAC CH-650,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,1.0,
20191213X42028,12/08/2019,"Flower Pot, AZ",United States,Airplane,Mooney,M20C,1.0,Reciprocating,Fatal(1),Destroyed,Personal,UNK,,1.0,,,
20191207X83916,12/07/2019,"Omaha, NE",United States,Gyroplane,Rotary,RAF 2000,,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,1.0,,
20191209X03550,12/06/2019,"Spring Branch, TX",United States,Airplane,Beech,36,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,5.0
20191205X42835,12/04/2019,"Baldwin City, KS",United States,Airplane,Luscombe,8A,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,,,2.0
20191204X13949,12/03/2019,"Nephi, UT",United States,Airplane,JAVRON,PA-18 Replica,,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20191204X11047,12/03/2019,"Potts Camp, MS",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,1.0,,
20191202X50119,12/02/2019,"Vero Beach, FL",United States,Airplane,Piper,PA28,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,APPROACH,,,,1.0
20191202X00729,12/01/2019,"Union City, TN",United States,Airplane,Cirrus,SR22,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20191201X05432,12/01/2019,"San Antonio, TX",United States,Airplane,Piper,PA24,1.0,Reciprocating,Fatal(3),Substantial,Instructional,VMC,APPROACH,3.0,,,
20191201X92833,11/30/2019,"Wrightsville, GA",United States,Airplane,Yakovlev,YAK 52,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,CRUISE,,,2.0,
20191202X84853,11/27/2019,"Kingston, Canada",Canada,Airplane,Piper,PA32,1.0,Reciprocating,Fatal(7),,Personal,,,7.0,,,
20191127X61744,11/26/2019,"North Las Vegas, NV",United States,Airplane,CIRRUS,SR-22,,Reciprocating,Fatal(3),Destroyed,Personal,VMC,,3.0,,,
20191126X21659,11/25/2019,"Blythe, CA",United States,Airplane,Beech,V35,1.0,Reciprocating,Fatal(1),Destroyed,Personal,,CRUISE,1.0,,,
20191124X11831,11/24/2019,"Milton, FL",United States,Airplane,Bushby,BUSHBY MUSTANG M II,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,TAKEOFF,1.0,,,
20191123X03127,11/23/2019,"Simsbury, CT",United States,Airplane,Piper,PA28,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,1.0,1.0
20191123X40229,11/23/2019,"Okeechobee, FL",United States,Airplane,Beech,E35,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,TAKEOFF,,1.0,2.0,
20191125X94802,11/22/2019,"Jackpot, NV",United States,Airplane,Grumman,AA5,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,TAKEOFF,2.0,,,
20191125X81910,11/22/2019,"Tyler, TX",United States,Airplane,Cirrus,SR22,1.0,Reciprocating,Non-Fatal,Substantial,Personal,IMC,CRUISE,,1.0,,1.0
20191120X01106,11/20/2019,"San Marcos, TX",United States,Airplane,RAYTHEON,A36,1.0,Reciprocating,Fatal(1),Destroyed,Business,IMC,TAKEOFF,1.0,,,
20191121X85648,11/19/2019,"Brogue, PA",United States,Airplane,Luscombe,8,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,,1.0,
20191118X94020,11/18/2019,"College Park, MD",United States,Airplane,Mooney,M20M,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,,,,,1.0
20191117X11447,11/16/2019,"Livermore, CA",United States,Airplane,Piper,PA 18,1.0,Reciprocating,Non-Fatal,Substantial,Banner Tow,VMC,MANEUVERING,,,,1.0
20191117X13706,11/16/2019,"Heber City, UT",United States,Airplane,North American,SNJ-4,,Reciprocating,Non-Fatal,Substantial,Aerial Observation,VMC,LANDING,,,,2.0
20191118X02529,11/15/2019,"West Liberty, KY",United States,Airplane,Rans,RANS S7 COURIER,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,DESCENT,,,,1.0
20191120X60315,11/14/2019,"Erwin, NC",United States,Airplane,Fisher,FP 202 KOALA,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20191113X90121,11/13/2019,"Red Rock, AZ",United States,Airplane,Cessna,150,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CLIMB,,,,1.0
20191116X51416,11/11/2019,"Metaline, WA",United States,Airplane,Cessna,182,1.0,Reciprocating,Fatal(1),,Personal,VMC,CRUISE,1.0,,,
20191112X40210,11/11/2019,"Fitzgerald, GA",United States,Airplane,SYMPHONY AIRCRAFT IND INC,SA,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAXI,,,,1.0
20191111X84900,11/10/2019,"St. Augustine, FL",United States,Airplane,Mooney,M20J,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,1.0,1.0,
20191111X71326,11/10/2019,"Goodnews Bay, AK",United States,Airplane,Piper,PA32R,1.0,Reciprocating,Non-Fatal,Substantial,Other Work Use,VMC,TAKEOFF,,,,2.0
20191109X11440,11/09/2019,"Broomfield, CO",United States,Airplane,Beech,55,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20191109X25211,11/09/2019,"Houston, TX",United States,Airplane,Piper,PA32,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,1.0,
20191108X35515,11/08/2019,"Tyler, TX",United States,Airplane,Cessna,180,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20191107X55010,11/07/2019,"Upland, CA",United States,Airplane,Cirrus,SR22,,Reciprocating,Fatal(1),Destroyed,Personal,VMC,APPROACH,1.0,,,
20191114X35333,11/06/2019,"Broomfield, CO",United States,Airplane,Cessna,182,1.0,Reciprocating,Non-Fatal,Substantial,Personal,UNK,CRUISE,,,,1.0
20191104X71357,11/04/2019,"New Bedford, MA",United States,Airplane,Cessna,150,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,MANEUVERING,1.0,,,
20191104X50805,11/04/2019,"Cedartown, GA",United States,Gyroplane,PAVEL,Tango2,1.0,Reciprocating,Fatal(1),Substantial,Flight Test,VMC,MANEUVERING,1.0,,,
20191104X05444,11/03/2019,"Greer, SC",United States,Airplane,Ercoupe,415,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20191104X20412,11/03/2019,"Monument Valley, UT",United States,Airplane,Pitts,S1,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20191104X62255,11/03/2019,"Doral, FL",United States,Airplane,Beech,76,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,DESCENT,,,,2.0
20191108X95652,11/02/2019,"Gilbert, SC",United States,Airplane,American Aviation,AA 5,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,MANEUVERING,,,,1.0
20191104X60648,11/02/2019,"Seffner, FL",United States,Helicopter,MOSQUITO,XE,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,1.0,,
20191103X05342,11/01/2019,"Salem, OR",United States,Airplane,ZENAIR,CH701,1.0,Reciprocating,Non-Fatal,Substantial,Flight Test,VMC,TAKEOFF,,,,1.0
20191102X73517,11/01/2019,"Odessa, TX",United States,Airplane,Cessna,T210,,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,1.0,,
20191031X64722,10/31/2019,"Brawley, CA",United States,Airplane,Cessna,150,1.0,Reciprocating,Fatal(2),Substantial,Personal,VMC,UNKNOWN,2.0,,,
20191031X14200,10/31/2019,"Paducah, KY",United States,Airplane,Piper,PA32R,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,APPROACH,1.0,,,
20191031X04119,10/31/2019,"Middleburg, FL",United States,Airplane,Vans,RV 4,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,,1.0,,,
20191031X24146,10/31/2019,"Ocala, FL",United States,Airplane,Beech,58,2.0,Reciprocating,Fatal(2),Destroyed,Flight Test,VMC,TAKEOFF,2.0,1.0,,
20191104X32212,10/31/2019,"Honolulu, HI",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,,TAXI,,,,3.0
20191030X52912,10/30/2019,"Atlanta, GA",United States,Airplane,Piper,PA28R,1.0,Reciprocating,Fatal(2),Destroyed,Personal,IMC,TAKEOFF,2.0,,,
20191029X22722,10/29/2019,"Colonia, NJ",United States,Airplane,Cessna,414,2.0,Reciprocating,Fatal(1),Destroyed,Personal,IMC,APPROACH,1.0,,,
20191031X84231,10/27/2019,"Grand Bay, AL",United States,Airplane,Piper,J3C,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,2.0
20191028X10747,10/27/2019,"White Bear Township, MN",United States,Airplane,Piper,PA22,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,TAKEOFF,,1.0,,
20191026X22107,10/25/2019,"Jordan Valley, OR",United States,Helicopter,Enstrom,280F,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,CRUISE,1.0,1.0,,
20191025X65223,10/25/2019,"American Falls, ID",United States,Airplane,Mooney,M20J,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,MANEUVERING,1.0,,,
20191026X64750,10/25/2019,"Opa Locka, FL",United States,Airplane,Piper,PA 30,2.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,,,2.0
20191024X80514,10/24/2019,"Summit Point, WV",United States,Airplane,Mooney,M20A,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,UNKNOWN,2.0,,,
20191025X20514,10/24/2019,"Swea City, IA",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,1.0,
20191023X53135,10/23/2019,"Spanaway, WA",United States,Airplane,Vans,RV 6,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,1.0,1.0,
20191023X31824,10/23/2019,"Las Vegas, NV",United States,Helicopter,Robinson,R44,1.0,Reciprocating,Fatal(2),Substantial,Personal,VMC,MANEUVERING,2.0,,,
20191023X23030,10/23/2019,"Hebbronville, TX",United States,Helicopter,Robinson,R22,1.0,Reciprocating,Fatal(2),Substantial,Business,VMC,MANEUVERING,2.0,1.0,,1.0
20191023X23030,10/23/2019,"Hebbronville, TX",United States,Helicopter,ROBINSON,R22 Beta,1.0,Reciprocating,Fatal(2),Destroyed,Business,VMC,MANEUVERING,2.0,1.0,,1.0
20191023X03800,10/22/2019,"Holden, UT",United States,Airplane,Czech Sport Aircraft,Sportcruiser,1.0,Reciprocating,Non-Fatal,Substantial,Personal,,CRUISE,,,,1.0
20191020X53853,10/21/2019,"Nantucket, MA",United States,Airplane,Maule,MX7,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20191020X24101,10/20/2019,"Angel Fire, NM",United States,Airplane,Piper,PA 24,1.0,Reciprocating,Fatal(2),Substantial,Personal,VMC,TAKEOFF,2.0,,,
20191020X50853,10/20/2019,"Wedgefield, FL",United States,Airplane,Piper,PA28,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,IMC,CRUISE,,,,2.0
20191021X13706,10/20/2019,"Raleigh, NC",United States,Airplane,Piper,PA32,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,APPROACH,2.0,,,
20191021X74218,10/20/2019,"White Plains, AL",United States,Airplane,Vans,VANS RV-8,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,CRUISE,1.0,,,
20191019X10346,10/19/2019,"Safford, AZ",United States,Airplane,Zenair,CH 701,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,MANEUVERING,,,,2.0
20191023X21250,10/19/2019,"San Salvador, El Salvador",El Salvador,Airplane,Cessna,172,1.0,Reciprocating,Fatal(2),Destroyed,Unknown,,UNKNOWN,2.0,2.0,,
20191018X41633,10/18/2019,"Knoxville, TN",United States,Airplane,Zenair,ZENITH 801,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20191018X20936,10/18/2019,"King City, CA",United States,Helicopter,Bell,47G,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,LANDING,,,1.0,
20191020X10854,10/18/2019,"Nassau, Bahamas",Bahamas,Airplane,Douglas,DC3C S1C3G,2.0,Reciprocating,Non-Fatal,Substantial,,UNK,CRUISE,,,2.0,
20191022X21222,10/18/2019,"Madisonville, TN",United States,Airplane,Beech,N35,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,GO-AROUND,,,,1.0
20191017X22012,10/17/2019,"Stockton, CA",United States,Airplane,Cessna,206,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,,2.0,
20191018X35916,10/17/2019,"Overton, NV",United States,Helicopter,Robinson,R22,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,,,2.0
20191017X50324,10/17/2019,"Alvin, TX",United States,Airplane,Ercoupe,415,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,1.0
20191017X95817,10/17/2019,"Green Bay, WI",United States,Airplane,Aeronca,7AC,1.0,Reciprocating,Fatal(2),Substantial,Personal,VMC,LANDING,2.0,,,
20191017X25647,10/16/2019,"Gerlach, NV",United States,Airplane,Piper,PA18,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20191021X53431,10/16/2019,"Unknown, GM",United States,Airplane,Piper,PA23,2.0,Reciprocating,Unavailable,,Personal,,UNKNOWN,,,,
20191015X55607,10/15/2019,"Louisville, KY",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20191015X24741,10/15/2019,"Colorado Springs, CO",United States,Airplane,Piper,PA38,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,2.0
20191015X65516,10/14/2019,"Cameron, NC",United States,Airplane,Vans,RV4,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,APPROACH,1.0,,,
20191014X71504,10/13/2019,"Goddard, KS",United States,Airplane,Taylorcraft,BC12,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,2.0
20191016X21654,10/13/2019,"Palmer, AK",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,1.0
20191012X05840,10/12/2019,"Lusby, MD",United States,Airplane,"LLEWELLYN, WARWINC W",Vans RV-4,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,2.0,
20191012X90206,10/12/2019,"Henrys Lake, ID",United States,Airplane,Champion,8GCBC,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20191014X71247,10/12/2019,"Montgomery, TX",United States,Gyroplane,AutoGyro GmbH,MTO Sport,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,1.0,1.0,
20191011X32326,10/11/2019,"Gastonia, NC",United States,Airplane,ZENITH,ZENITH 601XLB,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,1.0,
20191012X73843,10/11/2019,"Cedartown, GA",United States,Airplane,De Havilland,DHC 6 TWIN OTTER,2.0,Reciprocating,Non-Fatal,,Skydiving,VMC,LANDING,,,,12.0
20191012X73843,10/11/2019,"Cedartown, GA",United States,Airplane,WINGTIP TO WINGTIP LLC,PANZL S-330,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAXI,,,,12.0
20191011X11255,10/11/2019,"Coeur d'Alene, ID",United States,Weight-Shift,ANTARES,MA33,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,1.0,,
20191011X05917,10/11/2019,"Langley, WA",United States,Airplane,FOXWORTHY RICK A,SONEX,1.0,Reciprocating,Non-Fatal,Substantial,Flight Test,VMC,MANEUVERING,,1.0,,
20191011X12800,10/10/2019,"Waynesburg, PA",United States,Airplane,Aeronca,7AC,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20191010X03615,10/10/2019,"Big Flats, NY",United States,Airplane,Piper,PA18,1.0,Reciprocating,Non-Fatal,Substantial,Ferry,VMC,TAKEOFF,,,,1.0
20191009X72523,10/09/2019,"Somerville, TN",United States,Airplane,Beech,19,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20191022X04218,10/09/2019,"Aberdeen, SD",United States,Airplane,Cessna,172,1.0,Reciprocating,Fatal(1),Destroyed,Personal,IMC,UNKNOWN,1.0,,,
20191008X73025,10/08/2019,"Camarillo, CA",United States,Airplane,Bede,BD5,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,APPROACH,1.0,,,
20191011X24943,10/07/2019,"Fallon, NV",United States,Airplane,Cessna,150,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20191008X32741,10/07/2019,"Kodiak, AK",United States,Airplane,De Havilland,BEAVER DHC 2,1.0,Reciprocating,Non-Fatal,Substantial,Positioning,VMC,LANDING,,,,1.0
20191009X41754,10/06/2019,"Huhudi, South Africa",South Africa,Airplane,PIPER,PA-28-140,1.0,Reciprocating,Fatal(1),,,,UNKNOWN,1.0,1.0,,
20191006X33854,10/06/2019,"Ranger, TX",United States,Airplane,BEECH,B36,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,4.0
20191006X31934,10/06/2019,"Bixby, MO",United States,Airplane,Lancair,LANCAIR LEGACY,1.0,Reciprocating,Fatal(1),Substantial,Personal,IMC,CRUISE,1.0,,,
20191007X22236,10/05/2019,"Moore, UT",United States,Powered Parachute,Buckeye,BREEZE,1.0,Reciprocating,Fatal(1),Substantial,Personal,,TAKEOFF,1.0,,,
20191006X95852,10/05/2019,"Dublin, TX",United States,Gyroplane,Pavel Vagner,TANGO,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20191007X51728,10/05/2019,"Triangle, ID",United States,Airplane,Reed Mike,SMITHS SUPER CUB,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20191005X90127,10/05/2019,"Pembroke Pines, FL",United States,Airplane,Champion,7ECA,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,MANEUVERING,,2.0,,
20191005X20852,10/04/2019,"Kaplan, LA",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,1.0,
20191007X44410,10/04/2019,"Lake Elsinore, CA",United States,Airplane,Vans,RV9,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAXI,,,,2.0
20191004X00403,10/04/2019,"Harrisburg, PA",United States,Airplane,Piper,PA46,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,,2.0,
20191005X13313,10/04/2019,"Asheboro, NC",United States,Airplane,PIPER,PA28,,Reciprocating,Fatal(2),Destroyed,Personal,VMC,APPROACH,2.0,,,
20191004X20531,10/03/2019,"Fort Meade, FL",United States,Gyroplane,SILVERLIGHT AVIATION LLC,AR-1,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,,,,,1.0
20191007X23255,10/02/2019,"Carlsbad, CA",United States,Helicopter,ROBINSON,R44,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,2.0
20191002X11326,10/02/2019,"Windsor Locks, CT",United States,Airplane,Boeing,B17,4.0,Reciprocating,Fatal(7),Destroyed,Other Work Use,VMC,LANDING,7.0,5.0,2.0,
20191001X33153,10/01/2019,"Longs, SC",United States,Airplane,Taylorcraft,BC12,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,,,,1.0
20191211X01805,10/01/2019,"Grove City, PA",United States,Airplane,Beech,55,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,1.0
20190929X70917,09/29/2019,"Deland, FL",United States,Airplane,Cessna,421,2.0,Reciprocating,Fatal(3),Destroyed,Personal,VMC,MANEUVERING,3.0,,,
20190928X24100,09/28/2019,"Sanford, ME",United States,Helicopter,Robinson,R44,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAXI,,1.0,,
20190928X02511,09/28/2019,"Dalton, GA",United States,Weight-Shift,SOLO WINGS,WINDLASS,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,MANEUVERING,1.0,,,
20190928X04048,09/28/2019,"Bloomsburg, PA",United States,Helicopter,Enstrom,F28,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Observation,VMC,LANDING,,1.0,2.0,
20190930X01236,09/27/2019,"Williams, CA",United States,Airplane,Piper,PA 12,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAXI,,,,1.0
20190930X01833,09/27/2019,"Mesa, AZ",United States,Airplane,Diamond,DA 40,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20190930X60531,09/27/2019,"Pollock, LA",United States,Airplane,Piper,PA 22,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190929X73348,09/26/2019,"Cowles, NM",United States,Airplane,American Aviation,AA5,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,CLIMB,2.0,,,
20190927X91240,09/26/2019,"Lander, WY",United States,Airplane,Piper,J3C,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,2.0,
20190925X33744,09/25/2019,"St. Augustine, FL",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
20191014X65341,09/25/2019,"Lubbock, TX",United States,Airplane,Beech,36,1.0,Reciprocating,Non-Fatal,Substantial,Personal,UNK,TAKEOFF,,,,1.0
20190926X00136,09/25/2019,"Lexington, NE",United States,Airplane,Cirrus,SR22,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,GO-AROUND,,1.0,1.0,
20190925X65544,09/25/2019,"Bolivar, MO",United States,Airplane,Lancair,LANCAIR 320,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,,,1.0
20190926X54020,09/25/2019,"Tyonek, AK",United States,Airplane,Stinson,108,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,1.0,1.0,
20191023X31849,09/24/2019,"ELIZABETHTOWN, NC",United States,Airplane,Cessna,182,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,LANDING,,1.0,,2.0
20190924X31842,09/24/2019,"St. Augustine, FL",United States,Airplane,Cessna,337,2.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,2.0,,
20190924X51230,09/24/2019,"Manville, NJ",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,APPROACH,,,,1.0
20190924X05114,09/23/2019,"Gresham, OR",United States,Airplane,Beech,35,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,DESCENT,,2.0,,
20190927X11515,09/23/2019,"Plant City, FL",United States,Airplane,Cessna,172,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,,,,1.0
20190926X10236,09/23/2019,"Boulder, CO",United States,Airplane,Piper,PA18,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,2.0
20190924X40244,09/23/2019,"Skwentna, AK",United States,Airplane,Piper,PA18,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20190924X13902,09/23/2019,"Rose Hill, KS",United States,Airplane,THOMAS LEE,Nuiport,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,1.0
20190923X24629,09/23/2019,"Lakeland, FL",United States,Airplane,Vans,RV 6,1.0,Reciprocating,Non-Fatal,Substantial,Personal,,LANDING,,1.0,,1.0
20190924X03137,09/23/2019,"Prairie Grove, AR",United States,Airplane,Cessna,150,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,CRUISE,1.0,,,
20190922X23136,09/22/2019,"Mountain Village, AK",United States,Airplane,De Havilland,BEAVER DHC 2,1.0,Reciprocating,Non-Fatal,Substantial,,VMC,TAKEOFF,,,,3.0
20190923X32230,09/22/2019,"Beluga, AK",United States,Airplane,Piper,PA 18,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,,,,2.0
20190923X91130,09/20/2019,"Fort Wayne, IN",United States,Airplane,Diamond,DA20,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,,,,2.0
20190923X20308,09/20/2019,"Sedona, AZ",United States,Airplane,Piper,PA60,2.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,,,,4.0
20190923X91342,09/20/2019,"Lancaster, TX",United States,Airplane,Vans,VANS RV-10,,Reciprocating,Non-Fatal,Substantial,Personal,VMC,GO-AROUND,,,,4.0
20190919X05306,09/19/2019,"Nixon, NV",United States,Airplane,Cessna,182,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,CRUISE,2.0,,,
20190919X65015,09/19/2019,"Torrance, CA",United States,Airplane,Cessna,177,1.0,Reciprocating,Fatal(1),Substantial,Aerial Observation,VMC,TAKEOFF,1.0,1.0,,
20190924X61612,09/18/2019,"Denton, TX",United States,Airplane,Cessna,152,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,,,,1.0
