Event Id,Event Date,Location,Country,Aircraft Category,Make,Model,Number of Engines,Engine Type,Injury Severity,Aircraft Damage,Purpose of Flight,Weather Condition,Broad Phase of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured
20001214X43634,07/30/1983,"REVENSWOOD, WV",United States,,BEECH,D18S,2.0,Reciprocating,Non-Fatal,Substantial,Other Work Use,VMC,LANDING,0.0,0.0,1.0,1.0
20001214X43633,07/30/1983,"BRUNSWICK, GA",United States,,ENSTROM,F-28A,1.0,Reciprocating,Non-Fatal,Substantial,Ferry,VMC,CRUISE,0.0,0.0,0.0,2.0
20001214X43563,07/30/1983,"BIG LAKE, AK",United States,,GRUMMAN,G-44A,2.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,MANEUVERING,1.0,1.0,0.0,0.0
20001214X43864,07/29/1983,"SAINT ANSGAR, IA",United States,,PIETENPAL,AIR CAMPER,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CLIMB,0.0,1.0,0.0,0.0
20001214X43769,07/29/1983,"LORDSBURG, NM",United States,,CESSNA,190,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,1.0,2.0
20001214X43733,07/29/1983,"WALDENBURG, AR",United States,,Ayres,S2R,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,0.0,0.0,0.0,1.0
20001214X43637,07/29/1983,"MONROE, GA",United States,,CESSNA,150J,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43632,07/29/1983,"SUMMERVILLE, SC",United States,,HUGHES,269B,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,0.0,0.0,0.0,1.0
20001214X43956,07/28/1983,"TWIN FALLS, ID",United States,,VANGRUNSVEN,RV-3,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,0.0,0.0,1.0,0.0
20001214X43935,07/28/1983,"HUNTER, NY",United States,,LUSCOMBE,8A,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43903,07/28/1983,"BAYPORT, NY",United States,,North American Rockwell Corp.,680,2.0,Reciprocating,Fatal(2),Destroyed,Ferry,VMC,TAKEOFF,2.0,0.0,0.0,0.0
20001214X43893,07/28/1983,"NORTH PLATTE, NE",United States,,PIPER,PA-38,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,CRUISE,0.0,0.0,0.0,1.0
20001214X43891,07/28/1983,"DANBURY, IA",United States,,SCHIPPERS,BD-4,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,0.0,0.0,0.0,2.0
20001214X43859,07/28/1983,"PORT MANATEE, FL",United States,,PIPER,PA-38,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,3.0
20001214X43835,07/28/1983,"GLENNVILLE, CA",United States,,CESSNA,T210N,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43829,07/28/1983,"LAS VEGAS, NV",United States,,CESSNA,180K,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,4.0
20001214X43699,07/28/1983,"CHICAGO, IL",United States,,QUICKIE,Q-2,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43694,07/28/1983,"ROCHESTER, MN",United States,,CESSNA,182,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,0.0,0.0,0.0,3.0
20001214X43693,07/28/1983,"WINONA, MN",United States,,KANE,BUSH BY MUSTANG 2,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,1.0
20001214X43692,07/28/1983,"YOUNGSTOWN, OH",United States,,PIPER,PA-28-180,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,APPROACH,0.0,2.0,2.0,0.0
20001214X43638,07/28/1983,"RUTHERFORDTON, NC",United States,,PIPER,PA-28-181,1.0,Reciprocating,Non-Fatal,Substantial,Business,VMC,LANDING,0.0,0.0,0.0,4.0
20001214X43631,07/28/1983,"N. MYRTLE BEACH, SC",United States,,PIPER,J3C-65,1.0,Reciprocating,Non-Fatal,Substantial,Business,VMC,TAXI,0.0,0.0,0.0,2.0
20001214X43631,07/28/1983,"N. MYRTLE BEACH, SC",United States,,CESSNA,T210N,1.0,Reciprocating,Non-Fatal,Substantial,Business,VMC,TAXI,0.0,0.0,0.0,2.0
20001214X43597,07/28/1983,"ST.SIMONSISLAND, GA",United States,,MOONEY,M20C,1.0,Reciprocating,Incident,Minor,Business,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43562,07/28/1983,"HEALY, AK",United States,,PIPER,PA-28,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,1.0
20001214X43561,07/28/1983,"ANCHORAGE, AK",United States,,CESSNA,150,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAXI,0.0,0.0,0.0,2.0
20001214X43560,07/28/1983,"ANCHORAGE, AK",United States,,CESSNA,177RG,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43957,07/27/1983,"ELLENSBURG, WA",United States,,CESSNA,150E,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CLIMB,0.0,0.0,0.0,2.0
20001214X43934,07/27/1983,"DOYLESTOWN, PA",United States,,GRUMMAN,AA-1C,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,0.0,0.0,0.0,1.0
20001214X43890,07/27/1983,"CREVE COEUR, MO",United States,,CESSNA,150,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,APPROACH,0.0,0.0,0.0,1.0
20001214X43863,07/27/1983,"PRATT, KS",United States,,CESSNA,140,1.0,Reciprocating,Non-Fatal,Destroyed,Aerial Application,VMC,MANEUVERING,0.0,1.0,0.0,0.0
20001214X43858,07/27/1983,"ST. AUGUSTINE, FL",United States,,PIPER,PA-38-112,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,0.0,0.0,0.0,2.0
20001214X43830,07/27/1983,"CLIFTON, AZ",United States,,CESSNA,206,1.0,Reciprocating,Non-Fatal,Substantial,Business,VMC,TAKEOFF,0.0,0.0,1.0,0.0
20001214X43828,07/27/1983,"LOS BANOS, CA",United States,,HILLER,12E,1.0,Reciprocating,Non-Fatal,Destroyed,Aerial Application,VMC,TAKEOFF,0.0,0.0,0.0,1.0
20001214X43770,07/27/1983,"HOUSTON, TX",United States,,CESSNA,182F,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,1.0,0.0
20001214X43702,07/27/1983,"PITKIN, CO",United States,,PIPER,PA-28-235C,1.0,Reciprocating,Fatal(4),Destroyed,Personal,VMC,MANEUVERING,4.0,0.0,0.0,0.0
20001214X43647,07/27/1983,"VALPARISO, IN",United States,,AMERICAN AEROLIGHTS,EAGLE 2,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,TAKEOFF,1.0,0.0,0.0,0.0
20001214X43591,07/27/1983,"GREENSBORO, GA",United States,,CESSNA,177,1.0,Reciprocating,Non-Fatal,Destroyed,Unknown,VMC,TAKEOFF,0.0,3.0,0.0,0.0
20001214X43933,07/26/1983,"MILLINOCKET, ME",United States,,CESSNA,152,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43889,07/26/1983,"HOLTON, KS",United States,,CESSNA,152,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,CRUISE,0.0,0.0,0.0,1.0
20001214X43825,07/26/1983,"ARVIN, CA",United States,,CESSNA,152,1.0,Reciprocating,Non-Fatal,Destroyed,Business,VMC,CRUISE,0.0,1.0,0.0,0.0
20001214X43763,07/26/1983,"STILLWATER, OK",United States,,PIPER,PA-24-250,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,CRUISE,0.0,0.0,0.0,1.0
20001214X43691,07/26/1983,"ANN ARBOR, MI",United States,,CESSNA,152,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43588,07/26/1983,"RICHMOND, VA",United States,,PIPER,PA-31-350,2.0,Reciprocating,Non-Fatal,Substantial,Unknown,VMC,DESCENT,0.0,0.0,1.0,0.0
20001214X43808,07/25/1983,"TRACY, CA",United States,,BOEING,IB75A,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,TAKEOFF,0.0,0.0,1.0,0.0
20001214X43779,07/25/1983,"BAKERSFIELD, CA",United States,,PIPER,PA32R-T301,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,6.0
20001214X43765,07/25/1983,"CHILTON, TX",United States,,GRUMMAN,G-164A,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,0.0,0.0,0.0,1.0
20001214X43762,07/25/1983,"MARSHALL, TX",United States,,CESSNA,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,0.0,0.0,1.0,3.0
20001214X43761,07/25/1983,"PLAINS, TX",United States,,CESSNA,T210N,1.0,Reciprocating,Non-Fatal,Substantial,Business,VMC,LANDING,0.0,0.0,3.0,0.0
20001214X43574,07/25/1983,"TYONEK, AK",United States,,CESSNA,A185E,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,1.0,3.0
20001214X43902,07/24/1983,"ACRA, NY",United States,,BEECH,V35A,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,CRUISE,1.0,0.0,0.0,0.0
20001214X43720,07/24/1983,"ELBERT, CO",United States,,BELLANCA,7GCAA,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,MANEUVERING,0.0,0.0,0.0,1.0
20001214X43689,07/24/1983,"CHARLOTTE, MI",United States,,PIPER,PA-28-140,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,2.0
20001214X43688,07/24/1983,"DEMOTTE, IN",United States,,PIPER,PA-32-260,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,5.0
20001214X43639,07/24/1983,"CORNELIA, GA",United States,,PIPER,PA-28R-200,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAXI,0.0,0.0,0.0,2.0
20001214X43629,07/24/1983,"CUMBERLAND, KY",United States,,BELL,47G-2,1.0,Reciprocating,Non-Fatal,Destroyed,Unknown,VMC,TAKEOFF,0.0,0.0,3.0,0.0
20001214X43628,07/24/1983,"SIMPSONVILLE, KY",United States,,CESSNA,182G,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,DESCENT,0.0,0.0,0.0,4.0
20001214X43627,07/24/1983,"FREDRICKSBURG, VA",United States,,CESSNA,310Q,2.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,LANDING,0.0,0.0,0.0,2.0
20001214X43587,07/24/1983,"SENECA ROCKS, WV",United States,,CESSNA,TR 182,1.0,Reciprocating,Non-Fatal,Substantial,Business,VMC,DESCENT,0.0,0.0,0.0,1.0
20001214X43572,07/24/1983,"BARROW, AK",United States,,CESSNA,C-180D,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAXI,0.0,3.0,2.0,0.0
20001214X43559,07/24/1983,"NEAR ILIAMNA, AK",United States,,CESSNA,U206,1.0,Reciprocating,Non-Fatal,Substantial,Unknown,VMC,TAKEOFF,0.0,0.0,0.0,3.0
20001214X43955,07/23/1983,"WENATCHEE, WA",United States,,BENSEN,B8M,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,TAKEOFF,0.0,1.0,0.0,0.0
20001214X43907,07/23/1983,"PITTSTOWN, NJ",United States,,DIMARIA,BD-4D,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,1.0,0.0
20001214X43888,07/23/1983,"MINDEN, NE",United States,,GRUMMAN,G-164A,1.0,Reciprocating,Non-Fatal,Destroyed,Aerial Application,VMC,CRUISE,0.0,0.0,1.0,0.0
20001214X43857,07/23/1983,"MERRITT ISLAND, FL",United States,,PIPER,PA-22-150,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,1.0
20001214X43855,07/23/1983,"MELROSE, FL",United States,,Ercoupe (Eng & Research Corp.),415-C,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,1.0,1.0
20001214X43823,07/23/1983,"STONYFORD, CA",United States,,CESSNA,A150K,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,MANEUVERING,1.0,0.0,0.0,0.0
20001214X43787,07/23/1983,"SEAL BEACH, CA",United States,,RAND ROBINSON,KR-1,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,MANEUVERING,1.0,0.0,0.0,0.0
20001214X43778,07/23/1983,"KAHALUI, HI",United States,,BEECH,E18S,2.0,Reciprocating,Non-Fatal,Substantial,Unknown,VMC,TAXI,0.0,0.0,1.0,19.0
20001214X43778,07/23/1983,"KAHALUI, HI",United States,,BEECH,C-45G,2.0,Reciprocating,Non-Fatal,Substantial,Unknown,VMC,STANDING,0.0,0.0,1.0,19.0
20001214X43760,07/23/1983,"UVALDE, TX",United States,,CESSNA,150L,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,CRUISE,0.0,0.0,0.0,1.0
20001214X43718,07/23/1983,"SALIDA, CO",United States,,BEECH,C35,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,MANEUVERING,0.0,0.0,2.0,2.0
20001214X43717,07/23/1983,"AURORA, CO",United States,,MOONEY,M20J,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,1.0
20001214X43573,07/23/1983,"SEWARD, AK",United States,,BELLANCA,CITABRIA 7GCBC,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Observation,VMC,MANEUVERING,0.0,0.0,1.0,0.0
20001214X43954,07/22/1983,"ELLENSBURG, WA",United States,,BREEZY RLU,1,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,0.0,0.0,1.0,0.0
20001214X43905,07/22/1983,"ALLEGANY, NY",United States,,SOPWITH,TRIPLANE,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,UNKNOWN,1.0,0.0,0.0,0.0
20001214X43901,07/22/1983,"CANTON, PA",United States,,ROBINSON,R22,1.0,Reciprocating,Fatal(2),Destroyed,Aerial Observation,VMC,CRUISE,2.0,0.0,0.0,0.0
20001214X43900,07/22/1983,"BROOKLYN, NY",United States,,CESSNA,U206G,1.0,Reciprocating,Fatal(4),Destroyed,Unknown,VMC,APPROACH,4.0,2.0,0.0,0.0
20001214X43827,07/22/1983,"BISHOP, CA",United States,,CESSNA,TR182RG II,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,TAXI,0.0,0.0,0.0,5.0
20001214X43822,07/22/1983,"CHICO, CA",United States,,CESSNA,150,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43820,07/22/1983,"MAMMOTH LAKES, CA",United States,,PIPER,PA-22-108,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,VMC,MANEUVERING,0.0,0.0,1.0,0.0
20001214X43777,07/22/1983,"WATSONVILLE, CA",United States,,CESSNA,T210N,1.0,Reciprocating,Fatal(2),Destroyed,Business,IMC,CLIMB,2.0,0.0,0.0,0.0
20001214X43759,07/22/1983,"HOUMA, LA",United States,,CESSNA,A185F,1.0,Reciprocating,Non-Fatal,Destroyed,Ferry,VMC,TAKEOFF,0.0,0.0,1.0,0.0
20001214X43719,07/22/1983,"BRYCE CANYON, UT",United States,,CESSNA,U206E,1.0,Reciprocating,Non-Fatal,Substantial,Personal,IMC,CRUISE,0.0,0.0,0.0,4.0
20001214X43716,07/22/1983,"BOZEMAN, MT",United States,,CESSNA,T188C,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,0.0,0.0,0.0,1.0
20001214X43575,07/22/1983,"FAIRBANKS, AK",United States,,Helio,H-295,1.0,Reciprocating,Non-Fatal,Substantial,Business,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43953,07/21/1983,"HILLSBORO, OR",United States,,FINAMORE,KR-2,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,1.0,0.0
20001214X43952,07/21/1983,"ISSAQUAH, WA",United States,,CESSNA,150E,1.0,Reciprocating,Non-Fatal,Destroyed,Unknown,VMC,TAKEOFF,0.0,0.0,1.0,0.0
20001214X43951,07/21/1983,"TENSED, ID",United States,,WEATHERLY,201C,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,0.0,0.0,0.0,1.0
20001214X43931,07/21/1983,"OAK BLUFFS, MA",United States,,PIPER,PA-28R-200,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,3.0
20001214X43899,07/21/1983,"FAIRTON, NJ",United States,,PIPER,PA-28-181,1.0,Reciprocating,Fatal(4),Destroyed,Personal,VMC,CRUISE,4.0,0.0,0.0,0.0
20001214X43824,07/21/1983,"SANTA MONICA, CA",United States,,CESSNA,172M,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43715,07/21/1983,"GUNNISON, CO",United States,,CESSNA,182P,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,4.0
20001214X43687,07/21/1983,"SPRINGFIELD, OH",United States,,ENSTROM,F-28F,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,0.0,0.0,0.0,1.0
20001214X43626,07/21/1983,"JOHNSTON, SC",United States,,CESSNA,150,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,0.0,0.0,0.0,1.0
20001214X43624,07/21/1983,"HOLLANDALE, MS",United States,,GRUMMAN,G-164B-450,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,LANDING,0.0,0.0,1.0,0.0
20001214X43930,07/20/1983,"JAFFREY, NH",United States,,LAKE,LA 4-200,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,3.0
20001214X43928,07/20/1983,"PLATTSBURGH, NY",United States,,CESSNA,C140,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,2.0
20001214X43784,07/20/1983,"RAMONA, CA",United States,,EIPPER,MX,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,0.0,1.0,0.0,0.0
20001214X43758,07/20/1983,"BAYTOWN, TX",United States,,CESSNA,152,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,GO-AROUND,0.0,0.0,0.0,1.0
20001214X43757,07/20/1983,"WHITEWRIGHT, TX",United States,,CESSNA,152,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,2.0
20001214X43732,07/20/1983,"HOUSTON, TX",United States,,HUGHES,269C,1.0,Reciprocating,Fatal(1),Destroyed,Public Aircraft,VMC,MANEUVERING,1.0,1.0,0.0,0.0
20001214X43686,07/20/1983,"TURNER, MI",United States,,CESSNA,182Q,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,5.0
20001214X43642,07/20/1983,"CLEVELAND, OH",United States,,AERO COMMANDER,685,2.0,Reciprocating,Fatal(6),Destroyed,Executive/Corporate,VMC,APPROACH,6.0,0.0,0.0,0.0
20001214X43595,07/20/1983,"DAHLONEGA, GA",United States,,CONDOR II,SPECIAL,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,MANEUVERING,1.0,0.0,0.0,0.0
20001214X43576,07/20/1983,"LOST CREEK, WV",United States,,PIPER,PA-31P,2.0,Reciprocating,Fatal(4),Destroyed,Business,IMC,CLIMB,4.0,0.0,0.0,0.0
20001214X43929,07/19/1983,"ANTRIM, NH",United States,,ROBINSON,R-22,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,0.0,0.0,0.0,2.0
20001214X43911,07/19/1983,"MECHANICVILLE, NY",United States,,CESSNA,172XP,1.0,Reciprocating,Incident,Minor,Personal,VMC,TAXI,0.0,0.0,0.0,1.0
20001214X43887,07/19/1983,"KANSAS CITY, MO",United States,,ROCKWELL,112A,1.0,Reciprocating,Non-Fatal,Destroyed,Personal,UNK,APPROACH,0.0,0.0,1.0,0.0
20001214X43862,07/19/1983,"CHESTERFIELD, MO",United States,,AMERICAN EAGLE,2-PLACE,1.0,Reciprocating,Fatal(2),Destroyed,Personal,VMC,MANEUVERING,2.0,0.0,0.0,0.0
20001214X43854,07/19/1983,"MIAMI, FL",United States,,CESSNA,152,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43776,07/19/1983,"MOJAVE, CA",United States,,VARIEZE,1,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,APPROACH,1.0,0.0,0.0,0.0
20001214X43755,07/19/1983,"ALBUQUERQUE, NM",United States,,HACKETT/MCKOWN,KR-2,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,0.0,0.0,1.0,1.0
20001214X43714,07/19/1983,"CODY, WY",United States,,BELLANCA,7GCBC,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43685,07/19/1983,"FRANKLIN, IN",United States,,E.R. HUTSON,EAA BIPLANE,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,1.0
20001214X43684,07/19/1983,"WILMOT, WI",United States,,CESSNA,150,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43646,07/19/1983,"YOUNGSTOWN, OH",United States,,PIPER,PA-23-250,2.0,Reciprocating,Non-Fatal,Substantial,Executive/Corporate,VMC,CRUISE,0.0,0.0,0.0,5.0
20001214X43623,07/19/1983,"WHEELING, WV",United States,,CESSNA,310,2.0,Reciprocating,Non-Fatal,Substantial,Personal,UNK,APPROACH,0.0,0.0,0.0,5.0
20001214X43558,07/19/1983,"ANCHORAGE, AK",United States,,TAYLORCRAFT,BC12-D,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,1.0,1.0
20001214X43557,07/19/1983,"FAIRBANKS, AK",United States,,Helio,H395,1.0,Reciprocating,Fatal(1),Substantial,Personal,VMC,TAKEOFF,1.0,0.0,0.0,0.0
20001214X43910,07/18/1983,"CANANDAIGUA, NY",United States,,EASY RISER,1,1.0,Reciprocating,Fatal(1),Destroyed,Personal,VMC,,1.0,0.0,0.0,0.0
20001214X43886,07/18/1983,"NEBRASKA CITY, NE",United States,,CESSNA,152,1.0,Reciprocating,Non-Fatal,Substantial,Instructional,VMC,TAKEOFF,0.0,0.0,0.0,1.0
20001214X43815,07/18/1983,"CALIPATRIA, CA",United States,,CESSNA,A188B,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,0.0,0.0,0.0,1.0
20001214X43754,07/18/1983,"GARLAND, AR",United States,,CESSNA,150M,1.0,Reciprocating,Non-Fatal,Destroyed,Unknown,VMC,GO-AROUND,0.0,0.0,2.0,0.0
20001214X43750,07/18/1983,"SILVER CITY, NM",United States,,CESSNA,T182RG,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,3.0
20001214X43713,07/18/1983,"SALIDA, CO",United States,,CESSNA,172,1.0,Reciprocating,Non-Fatal,Substantial,Business,VMC,CRUISE,0.0,0.0,0.0,2.0
20001214X43690,07/18/1983,"CROOKSTON, MN",United States,,CESSNA,188B,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,CLIMB,0.0,0.0,0.0,1.0
20001214X43682,07/18/1983,"BROOKLYN PARK, MN",United States,,HILLER,UH-12E,1.0,Reciprocating,Non-Fatal,Substantial,Aerial Application,VMC,MANEUVERING,0.0,0.0,0.0,1.0
20001214X43645,07/18/1983,"HIBBING, MN",United States,,BELLANCA,17-30,1.0,Reciprocating,Fatal(1),Destroyed,Business,IMC,APPROACH,1.0,0.0,0.0,0.0
20001214X43950,07/17/1983,"TENAKEE SPRINGS, AK",United States,,CESSNA,120,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,0.0,0.0,0.0,2.0
20001214X43949,07/17/1983,"ELLENSBURG, WA",United States,,CESSNA,170B,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,3.0,0.0
20001214X43926,07/17/1983,"HAVERHILL, MA",United States,,CESSNA,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,3.0
20001214X43853,07/17/1983,"HOMESTEAD, FL",United States,,BELLANCA,7ACA,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,0.0,0.0,0.0,2.0
20001214X43799,07/17/1983,"HUNTINGTON BCH., CA",United States,,CESSNA,411,2.0,Reciprocating,Incident,Minor,Personal,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43752,07/17/1983,"RUTHERON, NM",United States,,CESSNA,172,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,MANEUVERING,0.0,0.0,1.0,1.0
20001214X43724,07/17/1983,"FORSYTH, MT",United States,,CESSNA,182,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,APPROACH,0.0,0.0,0.0,1.0
20001214X43621,07/17/1983,"VIOLA, TN",United States,,PIPER,PA-28-140,1.0,Reciprocating,Non-Fatal,Substantial,Personal,IMC,CRUISE,0.0,0.0,1.0,0.0
20001214X43620,07/17/1983,"ASHEVILLE, NC",United States,,PIPER,PA-28-140,1.0,Reciprocating,Non-Fatal,Substantial,Personal,UNK,CRUISE,0.0,0.0,0.0,1.0
20001214X43586,07/17/1983,"ATLANTA, GA",United States,,PIPER,PA-34-22OT,2.0,Reciprocating,Non-Fatal,Substantial,Unknown,IMC,TAKEOFF,0.0,0.0,0.0,5.0
20001214X43948,07/16/1983,"SEKIU, WA",United States,,GULFSTREAM AMERICAN,AA-1A,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,GO-AROUND,0.0,0.0,0.0,1.0
20001214X43927,07/16/1983,"LONDONDERRY, VT",United States,,CESSNA,140,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43925,07/16/1983,"WARREN, VT",United States,,Sportavia-Putzer,RF5B SPERBER,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,LANDING,0.0,0.0,0.0,1.0
20001214X43885,07/16/1983,"ST. CHARLES, MO",United States,,GYAKI,SKYBOLT,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,CRUISE,0.0,0.0,0.0,1.0
20001214X43852,07/16/1983,"BRANDON, FL",United States,,PIPER,PA-28-180,1.0,Reciprocating,Non-Fatal,Substantial,Personal,VMC,TAKEOFF,0.0,0.0,0.0,6.0
